Date,Candidate,Search interest (indexed 1-100)
Apr 29 2015,Jim Webb,0.00
Apr 30 2015,Jim Webb,0.00
May 1 2015,Jim Webb,0.00
May 2 2015,Jim Webb,0.00
May 3 2015,Jim Webb,0.00
May 4 2015,Jim Webb,0.00
May 5 2015,Jim Webb,0.00
May 6 2015,Jim Webb,0.00
May 7 2015,Jim Webb,0.00
May 8 2015,Jim Webb,0.00
May 9 2015,Jim Webb,0.00
May 10 2015,Jim Webb,0.00
May 11 2015,Jim Webb,0.00
May 12 2015,Jim Webb,0.00
May 13 2015,Jim Webb,0.00
May 14 2015,Jim Webb,0.00
May 15 2015,Jim Webb,0.00
May 16 2015,Jim Webb,0.00
May 17 2015,Jim Webb,0.00
May 18 2015,Jim Webb,0.00
May 19 2015,Jim Webb,0.00
May 20 2015,Jim Webb,0.00
May 21 2015,Jim Webb,0.00
May 22 2015,Jim Webb,0.00
May 23 2015,Jim Webb,0.00
May 24 2015,Jim Webb,0.00
May 25 2015,Jim Webb,0.00
May 26 2015,Jim Webb,0.00
May 27 2015,Jim Webb,0.00
May 28 2015,Jim Webb,0.00
May 29 2015,Jim Webb,0.00
May 30 2015,Jim Webb,0.00
May 31 2015,Jim Webb,0.00
Jun 1 2015,Jim Webb,0.00
Jun 2 2015,Jim Webb,0.00
Jun 3 2015,Jim Webb,0.00
Jun 4 2015,Jim Webb,0.00
Jun 5 2015,Jim Webb,0.00
Jun 6 2015,Jim Webb,0.00
Jun 7 2015,Jim Webb,0.00
Jun 8 2015,Jim Webb,0.00
Jun 9 2015,Jim Webb,0.00
Jun 10 2015,Jim Webb,0.00
Jun 11 2015,Jim Webb,0.00
Jun 12 2015,Jim Webb,0.00
Jun 13 2015,Jim Webb,0.00
Jun 14 2015,Jim Webb,0.00
Jun 15 2015,Jim Webb,0.00
Jun 16 2015,Jim Webb,0.00
Jun 17 2015,Jim Webb,0.00
Jun 18 2015,Jim Webb,0.00
Jun 19 2015,Jim Webb,0.00
Jun 20 2015,Jim Webb,0.00
Jun 21 2015,Jim Webb,0.00
Jun 22 2015,Jim Webb,0.00
Jun 23 2015,Jim Webb,0.00
Jun 24 2015,Jim Webb,0.00
Jun 25 2015,Jim Webb,0.00
Jun 26 2015,Jim Webb,0.00
Jun 27 2015,Jim Webb,0.00
Jun 28 2015,Jim Webb,0.00
Jun 29 2015,Jim Webb,0.00
Jun 30 2015,Jim Webb,0.00
Jul 1 2015,Jim Webb,0.00
Jul 2 2015,Jim Webb,3.38
Jul 3 2015,Jim Webb,1.85
Jul 4 2015,Jim Webb,0.80
Jul 5 2015,Jim Webb,0.00
Jul 6 2015,Jim Webb,0.00
Jul 7 2015,Jim Webb,0.00
Jul 8 2015,Jim Webb,0.00
Jul 9 2015,Jim Webb,0.00
Jul 10 2015,Jim Webb,0.00
Jul 11 2015,Jim Webb,0.00
Jul 12 2015,Jim Webb,0.00
Jul 13 2015,Jim Webb,0.00
Jul 14 2015,Jim Webb,0.00
Jul 15 2015,Jim Webb,0.00
Jul 16 2015,Jim Webb,0.00
Jul 17 2015,Jim Webb,0.00
Jul 18 2015,Jim Webb,0.00
Jul 19 2015,Jim Webb,0.00
Jul 20 2015,Jim Webb,0.00
Jul 21 2015,Jim Webb,0.00
Jul 22 2015,Jim Webb,0.00
Jul 23 2015,Jim Webb,0.00
Jul 24 2015,Jim Webb,0.00
Jul 25 2015,Jim Webb,0.00
Jul 26 2015,Jim Webb,0.00
Jul 27 2015,Jim Webb,0.00
Jul 28 2015,Jim Webb,0.00
Jul 29 2015,Jim Webb,0.00
Jul 30 2015,Jim Webb,0.00
Jul 31 2015,Jim Webb,0.00
Aug 1 2015,Jim Webb,0.00
Aug 2 2015,Jim Webb,0.00
Aug 3 2015,Jim Webb,0.00
Aug 4 2015,Jim Webb,0.00
Aug 5 2015,Jim Webb,0.00
Aug 6 2015,Jim Webb,0.00
Aug 7 2015,Jim Webb,0.00
Aug 8 2015,Jim Webb,0.00
Aug 9 2015,Jim Webb,0.00
Aug 10 2015,Jim Webb,0.00
Aug 11 2015,Jim Webb,0.00
Aug 12 2015,Jim Webb,0.00
Aug 13 2015,Jim Webb,0.00
Aug 14 2015,Jim Webb,0.00
Aug 15 2015,Jim Webb,0.00
Aug 16 2015,Jim Webb,0.00
Aug 17 2015,Jim Webb,0.00
Aug 18 2015,Jim Webb,0.00
Aug 19 2015,Jim Webb,0.00
Aug 20 2015,Jim Webb,0.00
Aug 21 2015,Jim Webb,0.00
Aug 22 2015,Jim Webb,0.00
Aug 23 2015,Jim Webb,0.00
Aug 24 2015,Jim Webb,0.00
Aug 25 2015,Jim Webb,0.00
Aug 26 2015,Jim Webb,0.00
Aug 27 2015,Jim Webb,0.00
Aug 28 2015,Jim Webb,0.00
Aug 29 2015,Jim Webb,0.00
Aug 30 2015,Jim Webb,0.00
Aug 31 2015,Jim Webb,0.00
Sep 1 2015,Jim Webb,0.00
Sep 2 2015,Jim Webb,0.00
Sep 3 2015,Jim Webb,0.00
Sep 4 2015,Jim Webb,0.00
Sep 5 2015,Jim Webb,0.00
Sep 6 2015,Jim Webb,0.00
Sep 7 2015,Jim Webb,0.00
Sep 8 2015,Jim Webb,0.00
Sep 9 2015,Jim Webb,0.00
Sep 10 2015,Jim Webb,0.00
Sep 11 2015,Jim Webb,0.00
Sep 12 2015,Jim Webb,0.00
Sep 13 2015,Jim Webb,0.00
Sep 14 2015,Jim Webb,0.00
Sep 15 2015,Jim Webb,0.00
Sep 16 2015,Jim Webb,0.00
Sep 17 2015,Jim Webb,0.00
Sep 18 2015,Jim Webb,0.00
Sep 19 2015,Jim Webb,0.00
Sep 20 2015,Jim Webb,0.00
Sep 21 2015,Jim Webb,0.00
Sep 22 2015,Jim Webb,0.00
Sep 23 2015,Jim Webb,0.00
Sep 24 2015,Jim Webb,0.00
Sep 25 2015,Jim Webb,0.00
Sep 26 2015,Jim Webb,0.00
Sep 27 2015,Jim Webb,0.00
Sep 28 2015,Jim Webb,0.00
Sep 29 2015,Jim Webb,0.00
Sep 30 2015,Jim Webb,0.00
Oct 1 2015,Jim Webb,0.00
Oct 2 2015,Jim Webb,0.00
Oct 3 2015,Jim Webb,0.00
Oct 4 2015,Jim Webb,0.00
Oct 5 2015,Jim Webb,0.00
Oct 6 2015,Jim Webb,0.00
Oct 7 2015,Jim Webb,0.00
Oct 8 2015,Jim Webb,0.00
Oct 9 2015,Jim Webb,0.00
Oct 10 2015,Jim Webb,0.00
Oct 11 2015,Jim Webb,0.00
Oct 12 2015,Jim Webb,0.56
Oct 13 2015,Jim Webb,1.24
Oct 14 2015,Jim Webb,19.10
Oct 15 2015,Jim Webb,3.12
Oct 16 2015,Jim Webb,1.92
Oct 17 2015,Jim Webb,1.20
Oct 18 2015,Jim Webb,1.95
Oct 19 2015,Jim Webb,1.74
Oct 20 2015,Jim Webb,4.53
Oct 21 2015,Jim Webb,2.10
Oct 22 2015,Jim Webb,0.73
Oct 23 2015,Jim Webb,0.85
Oct 24 2015,Jim Webb,0.61
Oct 25 2015,Jim Webb,0.00
Oct 26 2015,Jim Webb,0.00
Oct 27 2015,Jim Webb,0.00
Oct 28 2015,Jim Webb,0.00
Oct 29 2015,Jim Webb,0.00
Oct 30 2015,Jim Webb,0.00
Oct 31 2015,Jim Webb,0.00
Nov 1 2015,Jim Webb,0.00
Nov 2 2015,Jim Webb,0.00
Nov 3 2015,Jim Webb,0.00
Nov 4 2015,Jim Webb,0.00
Nov 5 2015,Jim Webb,0.00
Nov 6 2015,Jim Webb,0.00
Nov 7 2015,Jim Webb,0.00
Nov 8 2015,Jim Webb,0.00
Nov 9 2015,Jim Webb,0.00
Nov 10 2015,Jim Webb,0.00
Nov 11 2015,Jim Webb,0.00
Nov 12 2015,Jim Webb,0.00
Nov 13 2015,Jim Webb,0.00
Nov 14 2015,Jim Webb,0.00
Nov 15 2015,Jim Webb,0.00
Nov 16 2015,Jim Webb,0.00
Nov 17 2015,Jim Webb,0.00
Nov 18 2015,Jim Webb,0.00
Nov 19 2015,Jim Webb,0.00
Nov 20 2015,Jim Webb,0.00
Nov 21 2015,Jim Webb,0.00
Nov 22 2015,Jim Webb,0.00
Nov 23 2015,Jim Webb,0.00
Nov 24 2015,Jim Webb,0.00
Nov 25 2015,Jim Webb,0.00
Nov 26 2015,Jim Webb,0.00
Nov 27 2015,Jim Webb,0.00
Nov 28 2015,Jim Webb,0.00
Nov 29 2015,Jim Webb,0.00
Nov 30 2015,Jim Webb,0.00
Dec 1 2015,Jim Webb,0.00
Dec 2 2015,Jim Webb,0.00
Dec 3 2015,Jim Webb,0.00
Dec 4 2015,Jim Webb,0.00
Dec 5 2015,Jim Webb,0.00
Dec 6 2015,Jim Webb,0.00
Dec 7 2015,Jim Webb,0.00
Dec 8 2015,Jim Webb,0.00
Dec 9 2015,Jim Webb,0.00
Dec 10 2015,Jim Webb,0.00
Dec 11 2015,Jim Webb,0.00
Dec 12 2015,Jim Webb,0.00
Dec 13 2015,Jim Webb,0.00
Dec 14 2015,Jim Webb,0.00
Dec 15 2015,Jim Webb,0.00
Dec 16 2015,Jim Webb,0.00
Dec 17 2015,Jim Webb,0.00
Dec 18 2015,Jim Webb,0.00
Dec 19 2015,Jim Webb,0.00
Dec 20 2015,Jim Webb,0.00
Dec 21 2015,Jim Webb,0.00
Dec 22 2015,Jim Webb,0.00
Dec 23 2015,Jim Webb,0.00
Dec 24 2015,Jim Webb,0.00
Dec 25 2015,Jim Webb,0.00
Dec 26 2015,Jim Webb,0.00
Dec 27 2015,Jim Webb,0.62
Dec 28 2015,Jim Webb,0.00
Dec 29 2015,Jim Webb,0.00
Dec 30 2015,Jim Webb,0.00
Dec 31 2015,Jim Webb,0.00
Jan 1 2016,Jim Webb,0.00
Jan 2 2016,Jim Webb,0.00
Jan 3 2016,Jim Webb,0.00
Jan 4 2016,Jim Webb,0.00
Jan 5 2016,Jim Webb,0.00
Jan 6 2016,Jim Webb,0.00
Jan 7 2016,Jim Webb,0.00
Jan 8 2016,Jim Webb,0.00
Jan 9 2016,Jim Webb,0.00
Jan 10 2016,Jim Webb,0.00
Jan 11 2016,Jim Webb,0.00
Jan 12 2016,Jim Webb,0.00
Jan 13 2016,Jim Webb,0.00
Jan 14 2016,Jim Webb,0.00
Jan 15 2016,Jim Webb,0.00
Jan 16 2016,Jim Webb,0.00
Jan 17 2016,Jim Webb,0.00
Jan 18 2016,Jim Webb,0.00
Jan 19 2016,Jim Webb,0.00
Jan 20 2016,Jim Webb,0.00
Jan 21 2016,Jim Webb,0.00
Jan 22 2016,Jim Webb,0.00
Jan 23 2016,Jim Webb,0.00
Jan 24 2016,Jim Webb,0.00
Jan 25 2016,Jim Webb,0.00
Jan 26 2016,Jim Webb,0.00
Jan 27 2016,Jim Webb,0.00
Jan 28 2016,Jim Webb,0.00
Jan 29 2016,Jim Webb,0.00
Jan 30 2016,Jim Webb,0.00
Jan 31 2016,Jim Webb,0.00
Feb 1 2016,Jim Webb,0.00
Feb 2 2016,Jim Webb,0.00
Feb 3 2016,Jim Webb,0.00
Feb 4 2016,Jim Webb,0.00
Feb 5 2016,Jim Webb,0.00
Feb 6 2016,Jim Webb,0.00
Feb 7 2016,Jim Webb,0.00
Feb 8 2016,Jim Webb,0.00
Feb 9 2016,Jim Webb,0.00
Feb 10 2016,Jim Webb,0.00
Feb 11 2016,Jim Webb,0.50
Feb 12 2016,Jim Webb,0.00
Feb 13 2016,Jim Webb,0.00
Feb 14 2016,Jim Webb,0.00
Feb 15 2016,Jim Webb,0.00
Feb 16 2016,Jim Webb,0.00
Feb 17 2016,Jim Webb,0.00
Feb 18 2016,Jim Webb,0.00
Feb 19 2016,Jim Webb,0.00
Feb 20 2016,Jim Webb,0.00
Feb 21 2016,Jim Webb,0.00
Feb 22 2016,Jim Webb,0.00
Feb 23 2016,Jim Webb,0.00
Feb 24 2016,Jim Webb,0.00
Feb 25 2016,Jim Webb,0.00
Feb 26 2016,Jim Webb,0.00
Feb 27 2016,Jim Webb,0.00
Feb 28 2016,Jim Webb,0.00
Feb 29 2016,Jim Webb,0.00
Mar 1 2016,Jim Webb,0.00
Mar 2 2016,Jim Webb,0.00
Mar 3 2016,Jim Webb,0.00
Mar 4 2016,Jim Webb,0.73
Mar 5 2016,Jim Webb,0.60
Mar 6 2016,Jim Webb,0.00
Mar 7 2016,Jim Webb,0.00
Mar 8 2016,Jim Webb,0.00
Mar 9 2016,Jim Webb,0.00
Mar 10 2016,Jim Webb,0.00
Mar 11 2016,Jim Webb,0.00
Mar 12 2016,Jim Webb,0.00
Mar 13 2016,Jim Webb,0.00
Mar 14 2016,Jim Webb,0.00
Mar 15 2016,Jim Webb,0.00
Mar 16 2016,Jim Webb,0.00
Mar 17 2016,Jim Webb,0.00
Mar 18 2016,Jim Webb,0.00
Mar 19 2016,Jim Webb,0.00
Mar 20 2016,Jim Webb,0.00
Mar 21 2016,Jim Webb,0.00
Jan 1 2015,Lawrence Lessig,0.00
Jan 2 2015,Lawrence Lessig,0.00
Jan 3 2015,Lawrence Lessig,0.00
Jan 4 2015,Lawrence Lessig,0.00
Jan 5 2015,Lawrence Lessig,0.00
Jan 6 2015,Lawrence Lessig,0.00
Jan 7 2015,Lawrence Lessig,0.00
Jan 8 2015,Lawrence Lessig,0.00
Jan 9 2015,Lawrence Lessig,0.00
Jan 10 2015,Lawrence Lessig,0.00
Jan 11 2015,Lawrence Lessig,0.00
Jan 12 2015,Lawrence Lessig,0.00
Jan 13 2015,Lawrence Lessig,0.00
Jan 14 2015,Lawrence Lessig,0.00
Jan 15 2015,Lawrence Lessig,0.00
Jan 16 2015,Lawrence Lessig,0.00
Jan 17 2015,Lawrence Lessig,0.00
Jan 18 2015,Lawrence Lessig,0.00
Jan 19 2015,Lawrence Lessig,0.00
Jan 20 2015,Lawrence Lessig,0.00
Jan 21 2015,Lawrence Lessig,0.00
Jan 22 2015,Lawrence Lessig,0.00
Jan 23 2015,Lawrence Lessig,0.00
Jan 24 2015,Lawrence Lessig,0.00
Jan 25 2015,Lawrence Lessig,0.00
Jan 26 2015,Lawrence Lessig,0.00
Jan 27 2015,Lawrence Lessig,0.00
Jan 28 2015,Lawrence Lessig,0.00
Jan 29 2015,Lawrence Lessig,0.00
Jan 30 2015,Lawrence Lessig,0.00
Jan 31 2015,Lawrence Lessig,0.00
Feb 1 2015,Lawrence Lessig,0.00
Feb 2 2015,Lawrence Lessig,0.00
Feb 3 2015,Lawrence Lessig,0.00
Feb 4 2015,Lawrence Lessig,0.00
Feb 5 2015,Lawrence Lessig,0.00
Feb 6 2015,Lawrence Lessig,0.00
Feb 7 2015,Lawrence Lessig,0.00
Feb 8 2015,Lawrence Lessig,0.00
Feb 9 2015,Lawrence Lessig,0.00
Feb 10 2015,Lawrence Lessig,0.00
Feb 11 2015,Lawrence Lessig,0.00
Feb 12 2015,Lawrence Lessig,0.00
Feb 13 2015,Lawrence Lessig,0.00
Feb 14 2015,Lawrence Lessig,0.00
Feb 15 2015,Lawrence Lessig,0.00
Feb 16 2015,Lawrence Lessig,0.00
Feb 17 2015,Lawrence Lessig,0.00
Feb 18 2015,Lawrence Lessig,0.00
Feb 19 2015,Lawrence Lessig,0.00
Feb 20 2015,Lawrence Lessig,0.00
Feb 21 2015,Lawrence Lessig,0.00
Feb 22 2015,Lawrence Lessig,0.00
Feb 23 2015,Lawrence Lessig,0.00
Feb 24 2015,Lawrence Lessig,0.00
Feb 25 2015,Lawrence Lessig,0.00
Feb 26 2015,Lawrence Lessig,0.00
Feb 27 2015,Lawrence Lessig,0.00
Feb 28 2015,Lawrence Lessig,0.00
Mar 1 2015,Lawrence Lessig,0.00
Mar 2 2015,Lawrence Lessig,0.00
Mar 3 2015,Lawrence Lessig,0.00
Mar 4 2015,Lawrence Lessig,0.00
Mar 5 2015,Lawrence Lessig,0.00
Mar 6 2015,Lawrence Lessig,0.00
Mar 7 2015,Lawrence Lessig,0.00
Mar 8 2015,Lawrence Lessig,0.00
Mar 9 2015,Lawrence Lessig,0.00
Mar 10 2015,Lawrence Lessig,0.00
Mar 11 2015,Lawrence Lessig,0.00
Mar 12 2015,Lawrence Lessig,0.00
Mar 13 2015,Lawrence Lessig,0.00
Mar 14 2015,Lawrence Lessig,0.00
Mar 15 2015,Lawrence Lessig,0.00
Mar 16 2015,Lawrence Lessig,0.00
Mar 17 2015,Lawrence Lessig,0.00
Mar 18 2015,Lawrence Lessig,0.00
Mar 19 2015,Lawrence Lessig,0.00
Mar 20 2015,Lawrence Lessig,0.00
Mar 21 2015,Lawrence Lessig,0.00
Mar 22 2015,Lawrence Lessig,0.00
Mar 23 2015,Lawrence Lessig,0.00
Mar 24 2015,Lawrence Lessig,0.00
Mar 25 2015,Lawrence Lessig,0.00
Mar 26 2015,Lawrence Lessig,0.00
Mar 27 2015,Lawrence Lessig,0.00
Mar 28 2015,Lawrence Lessig,0.00
Mar 29 2015,Lawrence Lessig,0.00
Mar 30 2015,Lawrence Lessig,0.00
Mar 31 2015,Lawrence Lessig,0.00
Apr 1 2015,Lawrence Lessig,0.00
Apr 2 2015,Lawrence Lessig,0.00
Apr 3 2015,Lawrence Lessig,0.00
Apr 4 2015,Lawrence Lessig,0.00
Apr 5 2015,Lawrence Lessig,0.00
Apr 6 2015,Lawrence Lessig,0.00
Apr 7 2015,Lawrence Lessig,0.00
Apr 8 2015,Lawrence Lessig,0.00
Apr 9 2015,Lawrence Lessig,0.00
Apr 10 2015,Lawrence Lessig,0.00
Apr 11 2015,Lawrence Lessig,0.00
Apr 12 2015,Lawrence Lessig,0.00
Apr 13 2015,Lawrence Lessig,0.00
Apr 14 2015,Lawrence Lessig,0.00
Apr 15 2015,Lawrence Lessig,0.00
Apr 16 2015,Lawrence Lessig,0.00
Apr 17 2015,Lawrence Lessig,0.00
Apr 18 2015,Lawrence Lessig,0.00
Apr 19 2015,Lawrence Lessig,0.00
Apr 20 2015,Lawrence Lessig,0.00
Apr 21 2015,Lawrence Lessig,0.00
Apr 22 2015,Lawrence Lessig,0.00
Apr 23 2015,Lawrence Lessig,0.00
Apr 24 2015,Lawrence Lessig,0.00
Apr 25 2015,Lawrence Lessig,0.00
Apr 26 2015,Lawrence Lessig,0.00
Apr 27 2015,Lawrence Lessig,0.00
Apr 28 2015,Lawrence Lessig,0.00
Apr 29 2015,Lawrence Lessig,0.00
Apr 30 2015,Lawrence Lessig,0.00
May 1 2015,Lawrence Lessig,0.00
May 2 2015,Lawrence Lessig,0.00
May 3 2015,Lawrence Lessig,0.00
May 4 2015,Lawrence Lessig,0.00
May 5 2015,Lawrence Lessig,0.00
May 6 2015,Lawrence Lessig,0.00
May 7 2015,Lawrence Lessig,0.00
May 8 2015,Lawrence Lessig,0.00
May 9 2015,Lawrence Lessig,0.00
May 10 2015,Lawrence Lessig,0.00
May 11 2015,Lawrence Lessig,0.00
May 12 2015,Lawrence Lessig,0.00
May 13 2015,Lawrence Lessig,0.00
May 14 2015,Lawrence Lessig,0.00
May 15 2015,Lawrence Lessig,0.00
May 16 2015,Lawrence Lessig,0.00
May 17 2015,Lawrence Lessig,0.00
May 18 2015,Lawrence Lessig,0.00
May 19 2015,Lawrence Lessig,0.00
May 20 2015,Lawrence Lessig,0.00
May 21 2015,Lawrence Lessig,0.00
May 22 2015,Lawrence Lessig,0.00
May 23 2015,Lawrence Lessig,0.00
May 24 2015,Lawrence Lessig,0.00
May 25 2015,Lawrence Lessig,0.00
May 26 2015,Lawrence Lessig,0.00
May 27 2015,Lawrence Lessig,0.00
May 28 2015,Lawrence Lessig,0.00
May 29 2015,Lawrence Lessig,0.00
May 30 2015,Lawrence Lessig,0.00
May 31 2015,Lawrence Lessig,0.00
Jun 1 2015,Lawrence Lessig,0.00
Jun 2 2015,Lawrence Lessig,0.00
Jun 3 2015,Lawrence Lessig,0.00
Jun 4 2015,Lawrence Lessig,0.00
Jun 5 2015,Lawrence Lessig,0.00
Jun 6 2015,Lawrence Lessig,0.00
Jun 7 2015,Lawrence Lessig,0.00
Jun 8 2015,Lawrence Lessig,0.00
Jun 9 2015,Lawrence Lessig,0.00
Jun 10 2015,Lawrence Lessig,0.00
Jun 11 2015,Lawrence Lessig,0.00
Jun 12 2015,Lawrence Lessig,0.00
Jun 13 2015,Lawrence Lessig,0.00
Jun 14 2015,Lawrence Lessig,0.00
Jun 15 2015,Lawrence Lessig,0.00
Jun 16 2015,Lawrence Lessig,0.00
Jun 17 2015,Lawrence Lessig,0.00
Jun 18 2015,Lawrence Lessig,0.00
Jun 19 2015,Lawrence Lessig,0.00
Jun 20 2015,Lawrence Lessig,0.00
Jun 21 2015,Lawrence Lessig,0.00
Jun 22 2015,Lawrence Lessig,0.00
Jun 23 2015,Lawrence Lessig,0.00
Jun 24 2015,Lawrence Lessig,0.00
Jun 25 2015,Lawrence Lessig,0.00
Jun 26 2015,Lawrence Lessig,0.00
Jun 27 2015,Lawrence Lessig,0.00
Jun 28 2015,Lawrence Lessig,0.00
Jun 29 2015,Lawrence Lessig,0.00
Jun 30 2015,Lawrence Lessig,0.00
Jul 1 2015,Lawrence Lessig,0.00
Jul 2 2015,Lawrence Lessig,0.00
Jul 3 2015,Lawrence Lessig,0.00
Jul 4 2015,Lawrence Lessig,0.00
Jul 5 2015,Lawrence Lessig,0.00
Jul 6 2015,Lawrence Lessig,0.00
Jul 7 2015,Lawrence Lessig,0.00
Jul 8 2015,Lawrence Lessig,0.00
Jul 9 2015,Lawrence Lessig,0.00
Jul 10 2015,Lawrence Lessig,0.00
Jul 11 2015,Lawrence Lessig,0.00
Jul 12 2015,Lawrence Lessig,0.00
Jul 13 2015,Lawrence Lessig,0.00
Jul 14 2015,Lawrence Lessig,0.00
Jul 15 2015,Lawrence Lessig,0.00
Jul 16 2015,Lawrence Lessig,0.00
Jul 17 2015,Lawrence Lessig,0.00
Jul 18 2015,Lawrence Lessig,0.00
Jul 19 2015,Lawrence Lessig,0.00
Jul 20 2015,Lawrence Lessig,0.00
Jul 21 2015,Lawrence Lessig,0.00
Jul 22 2015,Lawrence Lessig,0.00
Jul 23 2015,Lawrence Lessig,0.00
Jul 24 2015,Lawrence Lessig,0.00
Jul 25 2015,Lawrence Lessig,0.00
Jul 26 2015,Lawrence Lessig,0.00
Jul 27 2015,Lawrence Lessig,0.00
Jul 28 2015,Lawrence Lessig,0.00
Jul 29 2015,Lawrence Lessig,0.00
Jul 30 2015,Lawrence Lessig,0.00
Jul 31 2015,Lawrence Lessig,0.00
Aug 1 2015,Lawrence Lessig,0.00
Aug 2 2015,Lawrence Lessig,0.00
Aug 3 2015,Lawrence Lessig,0.00
Aug 4 2015,Lawrence Lessig,0.00
Aug 5 2015,Lawrence Lessig,0.00
Aug 6 2015,Lawrence Lessig,0.00
Aug 7 2015,Lawrence Lessig,0.00
Aug 8 2015,Lawrence Lessig,0.00
Aug 9 2015,Lawrence Lessig,0.00
Aug 10 2015,Lawrence Lessig,0.00
Aug 11 2015,Lawrence Lessig,0.89
Aug 12 2015,Lawrence Lessig,0.94
Aug 13 2015,Lawrence Lessig,0.58
Aug 14 2015,Lawrence Lessig,0.58
Aug 15 2015,Lawrence Lessig,0.58
Aug 16 2015,Lawrence Lessig,0.58
Aug 17 2015,Lawrence Lessig,0.00
Aug 18 2015,Lawrence Lessig,0.00
Aug 19 2015,Lawrence Lessig,0.00
Aug 20 2015,Lawrence Lessig,0.00
Aug 21 2015,Lawrence Lessig,0.00
Aug 22 2015,Lawrence Lessig,0.00
Aug 23 2015,Lawrence Lessig,0.00
Aug 24 2015,Lawrence Lessig,0.00
Aug 25 2015,Lawrence Lessig,0.00
Aug 26 2015,Lawrence Lessig,0.00
Aug 27 2015,Lawrence Lessig,0.00
Aug 28 2015,Lawrence Lessig,0.00
Aug 29 2015,Lawrence Lessig,0.00
Aug 30 2015,Lawrence Lessig,0.00
Aug 31 2015,Lawrence Lessig,0.00
Sep 1 2015,Lawrence Lessig,0.00
Sep 2 2015,Lawrence Lessig,0.00
Sep 3 2015,Lawrence Lessig,0.00
Sep 4 2015,Lawrence Lessig,0.00
Sep 5 2015,Lawrence Lessig,0.00
Sep 6 2015,Lawrence Lessig,0.88
Sep 7 2015,Lawrence Lessig,1.68
Sep 8 2015,Lawrence Lessig,0.56
Sep 9 2015,Lawrence Lessig,0.45
Sep 10 2015,Lawrence Lessig,0.00
Sep 11 2015,Lawrence Lessig,0.00
Sep 12 2015,Lawrence Lessig,0.00
Sep 13 2015,Lawrence Lessig,0.00
Sep 14 2015,Lawrence Lessig,0.00
Sep 15 2015,Lawrence Lessig,0.00
Sep 16 2015,Lawrence Lessig,0.00
Sep 17 2015,Lawrence Lessig,0.00
Sep 18 2015,Lawrence Lessig,0.00
Sep 19 2015,Lawrence Lessig,0.00
Sep 20 2015,Lawrence Lessig,0.00
Sep 21 2015,Lawrence Lessig,0.00
Sep 22 2015,Lawrence Lessig,0.00
Sep 23 2015,Lawrence Lessig,0.00
Sep 24 2015,Lawrence Lessig,0.00
Sep 25 2015,Lawrence Lessig,0.00
Sep 26 2015,Lawrence Lessig,0.00
Sep 27 2015,Lawrence Lessig,0.00
Sep 28 2015,Lawrence Lessig,0.00
Sep 29 2015,Lawrence Lessig,0.00
Sep 30 2015,Lawrence Lessig,0.00
Oct 1 2015,Lawrence Lessig,0.00
Oct 2 2015,Lawrence Lessig,0.00
Oct 3 2015,Lawrence Lessig,0.00
Oct 4 2015,Lawrence Lessig,0.00
Oct 5 2015,Lawrence Lessig,0.00
Oct 6 2015,Lawrence Lessig,0.00
Oct 7 2015,Lawrence Lessig,0.00
Oct 8 2015,Lawrence Lessig,0.00
Oct 9 2015,Lawrence Lessig,0.00
Oct 10 2015,Lawrence Lessig,0.00
Oct 11 2015,Lawrence Lessig,0.00
Oct 12 2015,Lawrence Lessig,0.00
Oct 13 2015,Lawrence Lessig,0.46
Oct 14 2015,Lawrence Lessig,0.75
Oct 15 2015,Lawrence Lessig,0.62
Oct 16 2015,Lawrence Lessig,0.62
Oct 17 2015,Lawrence Lessig,0.62
Oct 18 2015,Lawrence Lessig,0.39
Oct 19 2015,Lawrence Lessig,0.39
Oct 20 2015,Lawrence Lessig,0.39
Oct 21 2015,Lawrence Lessig,0.39
Oct 22 2015,Lawrence Lessig,0.00
Oct 23 2015,Lawrence Lessig,0.00
Oct 24 2015,Lawrence Lessig,0.00
Oct 25 2015,Lawrence Lessig,0.00
Oct 26 2015,Lawrence Lessig,0.00
Oct 27 2015,Lawrence Lessig,0.00
Oct 28 2015,Lawrence Lessig,0.00
Oct 29 2015,Lawrence Lessig,0.00
Oct 30 2015,Lawrence Lessig,0.00
Oct 31 2015,Lawrence Lessig,0.00
Nov 1 2015,Lawrence Lessig,0.00
Nov 2 2015,Lawrence Lessig,0.60
Nov 3 2015,Lawrence Lessig,0.43
Nov 4 2015,Lawrence Lessig,0.00
Nov 5 2015,Lawrence Lessig,0.00
Nov 6 2015,Lawrence Lessig,0.00
Nov 7 2015,Lawrence Lessig,0.00
Nov 8 2015,Lawrence Lessig,0.00
Nov 9 2015,Lawrence Lessig,0.00
Nov 10 2015,Lawrence Lessig,0.00
Nov 11 2015,Lawrence Lessig,0.00
Nov 12 2015,Lawrence Lessig,0.00
Nov 13 2015,Lawrence Lessig,0.00
Nov 14 2015,Lawrence Lessig,0.00
Nov 15 2015,Lawrence Lessig,0.00
Nov 16 2015,Lawrence Lessig,0.00
Nov 17 2015,Lawrence Lessig,0.00
Nov 18 2015,Lawrence Lessig,0.00
Nov 19 2015,Lawrence Lessig,0.00
Nov 20 2015,Lawrence Lessig,0.00
Nov 21 2015,Lawrence Lessig,0.00
Nov 22 2015,Lawrence Lessig,0.00
Nov 23 2015,Lawrence Lessig,0.00
